Px 	Py 	Vx 	Vy 	Px_rmse 	Py_rmse 	Vx_rmse 	Vy_rmse 	NIS 	Yaw 	Yaw Rate 	SensorType
-2.83119	6.89685	-1.74526	-4.89288	0.0589787	0.086617	0.457328	0.265614	1.93936	4.36976	0.0732463	1
-2.87035	6.69001	-1.61739	-4.84539	0.0588719	0.0865834	0.456451	0.265103	1.93936	4.39022	0.0950521	0
-2.93549	6.46817	-1.63199	-4.7688	0.0588082	0.086648	0.455562	0.264715	3.91511	4.38266	0.0474611	1
-2.98942	6.23259	-1.55552	-4.76739	0.0588671	0.0867605	0.454758	0.264336	3.91511	4.397	0.0630962	0
-3.10685	5.98425	-1.6143	-4.80478	0.0588043	0.0868574	0.453891	0.26389	3.31842	4.38826	0.0568074	1
-3.19003	5.71015	-1.6027	-4.85882	0.0587489	0.0868301	0.453039	0.263384	3.31842	4.39377	0.0600879	0
-3.30063	5.46271	-1.73164	-4.82528	0.058643	0.0867959	0.452141	0.262913	1.93507	4.36784	-0.00736375	1
-3.3991	5.20179	-1.75976	-4.85435	0.0585279	0.0867126	0.451254	0.262414	1.93507	4.36461	-0.0110134	0
-3.46247	4.95555	-1.65524	-4.88663	0.0584386	0.0866272	0.450385	0.2619	0.422367	4.38579	0.0369965	1
-3.57845	4.67709	-1.71913	-4.94508	0.058324	0.0864751	0.449501	0.2614	0.422367	4.37782	0.0254897	0
-3.68747	4.42463	-1.84149	-4.91389	0.0582296	0.0863156	0.448669	0.26089	1.92801	4.35383	-0.0380314	1
-3.82321	4.15347	-1.94641	-4.95338	0.0582935	0.0861483	0.447967	0.260408	1.92801	4.33798	-0.0536343	0
-3.90003	3.91248	-1.84362	-4.97316	0.0583082	0.0859813	0.447129	0.259956	1.3978	4.35738	0.00284975	1
-3.97207	3.6802	-1.80315	-4.94397	0.0582648	0.0858174	0.44627	0.259481	1.3978	4.36266	0.00746017	0
-4.07237	3.47608	-1.88674	-4.84706	0.0582601	0.0857081	0.445454	0.258988	3.98827	4.34118	-0.0458601	1
-4.16447	3.23164	-1.89247	-4.84628	0.0582645	0.0855979	0.444634	0.258495	3.98827	4.3401	-0.0444013	0
-4.2789	2.9778	-1.98189	-4.8457	0.0583798	0.0854676	0.443895	0.258003	0.579777	4.32415	-0.0777357	1
-4.37007	2.70353	-1.97758	-4.89295	0.058492	0.0853062	0.443131	0.257524	0.579777	4.32829	-0.0662283	0
-4.45523	2.4535	-1.9266	-4.91023	0.0585651	0.0851444	0.442309	0.25707	0.290479	4.33848	-0.0336154	1
-4.5602	2.18812	-1.94461	-4.94523	0.0586965	0.0849964	0.441489	0.25668	0.290479	4.33773	-0.0301093	0
-4.66921	1.95993	-2.09316	-4.86433	0.0589115	0.084839	0.440804	0.256211	3.72126	4.30603	-0.116845	1
-4.78645	1.68584	-2.13288	-4.91325	0.0592733	0.0847231	0.440146	0.255813	3.72126	4.30283	-0.109382	0
-4.909	1.43839	-2.22887	-4.89204	0.0598415	0.0846234	0.439628	0.255405	0.308919	4.28488	-0.141056	1
-4.96983	1.20495	-2.17615	-4.84962	0.0600998	0.0845115	0.438956	0.254966	0.308919	4.29059	-0.130494	0
-5.06396	0.988189	-2.14934	-4.79756	0.0603152	0.0843671	0.438213	0.254501	1.2086	4.29119	-0.10778	1
-5.12568	0.755961	-2.09918	-4.76619	0.0603249	0.0842184	0.437413	0.254033	1.2086	4.29752	-0.0973235	0
-5.21883	0.460554	-2.09577	-4.86453	0.0602984	0.0841907	0.436609	0.253694	5.334	4.30559	-0.0856333	1
-5.29402	0.219867	-2.06554	-4.84877	0.0602036	0.0841787	0.435821	0.253363	5.334	4.30968	-0.0768965	0
-5.4026	-0.0168719	-2.01676	-4.84889	0.0601117	0.0841721	0.435105	0.253073	5.89462	4.31823	-0.0291279	1
-5.47264	-0.256111	-1.97182	-4.83855	0.0600084	0.0841838	0.434515	0.252809	5.89462	4.32541	-0.0195984	0
-5.5946	-0.434647	-2.08484	-4.70229	0.0598999	0.0840542	0.433816	0.252369	3.76516	4.29507	-0.0737626	1
-5.73233	-0.616778	-2.19403	-4.58391	0.0598067	0.0839088	0.433056	0.251928	3.76516	4.26598	-0.112042	0
-5.84888	-0.840481	-2.33393	-4.54031	0.0597168	0.0837706	0.432278	0.251505	5.18075	4.23757	-0.181894	1
-5.94381	-1.11259	-2.30461	-4.61896	0.0596099	0.0836272	0.431513	0.251064	5.18075	4.24958	-0.148963	0
-6.03097	-1.38317	-2.2555	-4.69197	0.0595286	0.0835547	0.430823	0.250751	2.95913	4.26429	-0.114798	1
-6.17093	-1.58866	-2.35385	-4.61277	0.0594255	0.0834374	0.430087	0.250357	2.95913	4.24054	-0.141962	0
-6.31811	-1.81847	-2.57161	-4.56574	0.0593259	0.0833279	0.429354	0.249946	3.60059	4.19944	-0.235089	1
-6.42423	-2.07098	-2.562	-4.59808	0.0592219	0.083287	0.428598	0.249625	3.60059	4.20404	-0.210223	0
-6.57668	-2.27003	-2.65078	-4.50009	0.0591286	0.0831875	0.427864	0.249214	2.92138	4.18006	-0.222511	1
-6.72791	-2.47855	-2.74576	-4.4288	0.059073	0.0830668	0.42717	0.248781	2.92138	4.15741	-0.239922	0
-6.88556	-2.68683	-2.8503	-4.35883	0.0590958	0.0829332	0.426545	0.248347	0.912246	4.13327	-0.259929	1
-6.9739	-2.96414	-2.75341	-4.48059	0.0590028	0.0829345	0.425804	0.248067	0.912246	4.16136	-0.196842	0
-7.10159	-3.1891	-2.73758	-4.46483	0.0589024	0.0829695	0.425071	0.247838	0.33979	4.16236	-0.16947	1
-7.22632	-3.38412	-2.77301	-4.3894	0.0588019	0.082939	0.424348	0.247533	0.33979	4.14895	-0.178704	0
-7.3712	-3.63391	-2.79125	-4.42835	0.0587012	0.0830544	0.42365	0.24742	4.52014	4.14998	-0.160256	1
-7.53439	-3.76628	-2.9407	-4.20482	0.0586049	0.0829356	0.422922	0.247001	4.52014	4.10209	-0.223022	0
-7.68042	-3.97301	-3.00077	-4.16788	0.0585076	0.0828161	0.422197	0.246588	0.438704	4.08838	-0.231312	1
-7.83185	-4.20606	-3.03079	-4.18784	0.0584111	0.0827506	0.421477	0.246241	0.438704	4.08593	-0.216642	0
-7.98257	-4.42457	-3.05742	-4.17762	0.0583136	0.0827286	0.420766	0.245957	0.426181	4.0806	-0.20595	1
-8.14043	-4.66767	-3.08115	-4.21876	0.0582173	0.0828754	0.420074	0.245903	0.426181	4.08159	-0.187759	0
-8.27568	-4.87599	-3.00034	-4.19458	0.0581249	0.0830712	0.41954	0.245938	2.43803	4.09148	-0.137567	1
-8.40444	-5.09874	-2.97378	-4.21652	0.0580927	0.0834202	0.419174	0.24627	2.43803	4.09814	-0.117298	0
-8.54953	-5.2678	-2.96622	-4.11177	0.0581258	0.0836275	0.418975	0.246388	3.79728	4.08745	-0.110368	1
-8.74158	-5.46381	-3.08383	-4.0481	0.0580812	0.0838633	0.418618	0.246476	3.79728	4.06138	-0.140545	0
-8.89943	-5.66272	-3.10743	-4.01689	0.058072	0.0841615	0.418344	0.246665	0.299233	4.05396	-0.137806	1
-9.05624	-5.84859	-3.14789	-3.96502	0.0581223	0.0844644	0.418114	0.246884	0.299233	4.04137	-0.146509	0
-9.19308	-6.00782	-3.11427	-3.86948	0.0583752	0.0846434	0.418162	0.246969	6.0741	4.03471	-0.135209	1
-9.37834	-6.1019	-3.26216	-3.62068	0.0585864	0.08454	0.417929	0.24661	6.0741	3.97903	-0.209033	0
-9.55429	-6.28416	-3.32261	-3.58167	0.0588294	0.0844501	0.417686	0.246287	0.918649	3.96449	-0.214893	1
-9.68885	-6.49899	-3.2739	-3.64918	0.0594422	0.0844802	0.417762	0.246287	0.918649	3.98115	-0.174086	0
-9.91798	-6.65116	-3.4978	-3.51321	0.0597268	0.0844564	0.417369	0.246098	7.06218	3.92919	-0.246785	1
-10.1225	-6.81364	-3.60484	-3.41861	0.0599205	0.0844253	0.416877	0.245856	7.06218	3.90048	-0.27062	0
-10.3099	-6.9724	-3.68992	-3.34685	0.0601431	0.084387	0.416339	0.245619	0.991925	3.87827	-0.286728	1
-10.5392	-7.15279	-3.8138	-3.28661	0.0601961	0.0844209	0.41572	0.245413	0.991925	3.85288	-0.301591	0
-10.7498	-7.2879	-3.9275	-3.15142	0.0602028	0.0843935	0.415063	0.2451	1.76498	3.81779	-0.332893	1
-10.9957	-7.4495	-4.06786	-3.0526	0.0601138	0.084402	0.414398	0.244761	1.76498	3.78536	-0.35461	0
-11.1877	-7.5845	-4.09019	-2.94515	0.060039	0.0843761	0.413734	0.244397	1.22953	3.76565	-0.357283	1
-11.3302	-7.74885	-4.0149	-2.97408	0.0601671	0.0844239	0.413134	0.244209	1.22953	3.77915	-0.312546	0
-11.5291	-7.87064	-4.06282	-2.8492	0.0603429	0.0844167	0.412538	0.24394	1.72646	3.75318	-0.328046	1
-11.7082	-7.97632	-4.08452	-2.72172	0.0607118	0.084338	0.411975	0.243611	1.72646	3.72938	-0.34046	0
-11.9054	-8.08304	-4.09126	-2.56588	0.0611932	0.0842234	0.41147	0.24323	1.6986	3.70174	-0.35682	1
-12.1201	-8.17347	-4.17042	-2.39992	0.0616755	0.0840905	0.410922	0.242862	1.6986	3.66377	-0.386711	0
-12.3483	-8.29963	-4.29206	-2.36466	0.0620753	0.0839584	0.410304	0.24248	2.70961	3.64516	-0.38129	1
-12.5503	-8.38216	-4.3296	-2.21279	0.062605	0.0838433	0.409693	0.242117	2.70961	3.61407	-0.399931	0
-12.7616	-8.45931	-4.34694	-2.0241	0.0632157	0.0837874	0.409104	0.241873	1.52671	3.57738	-0.429274	1
-13.0369	-8.55079	-4.48641	-1.86202	0.0634589	0.0837702	0.408467	0.241779	1.52671	3.53499	-0.457524	0
-13.2881	-8.64778	-4.59108	-1.78238	0.0635713	0.0837655	0.407841	0.241636	2.7474	3.51191	-0.450952	1
-13.5072	-8.69709	-4.62516	-1.59354	0.0637264	0.0839436	0.407217	0.241759	2.7474	3.47339	-0.475209	0
-13.7313	-8.72348	-4.62935	-1.3117	0.0639099	0.0845027	0.406589	0.242725	3.30716	3.4177	-0.533654	1
-13.9477	-8.85054	-4.62307	-1.36592	0.0641764	0.0847967	0.405966	0.242923	3.30716	3.42888	-0.478937	0
-14.1985	-8.94533	-4.71702	-1.38383	0.0643451	0.0850139	0.405348	0.242748	3.04029	3.42695	-0.429863	1
-14.4148	-9.0709	-4.69255	-1.44999	0.0646133	0.0850247	0.404729	0.242376	3.04029	3.44128	-0.378909	0
-14.644	-9.14151	-4.69974	-1.35123	0.0649217	0.0850336	0.404116	0.242007	0.298307	3.42155	-0.383875	1
-14.9322	-9.13289	-4.82858	-1.0308	0.0649757	0.0853675	0.403518	0.241904	0.298307	3.35192	-0.454359	0
-15.1903	-9.2077	-4.87309	-0.985885	0.0649653	0.0856126	0.402936	0.241658	4.59798	3.34121	-0.434447	1
-15.4487	-9.33705	-4.89075	-1.09068	0.0649099	0.0855683	0.402355	0.241331	4.59798	3.36101	-0.374472	0
-15.693	-9.36178	-4.88222	-0.868942	0.0648482	0.0855902	0.401762	0.240973	2.12696	3.31773	-0.425602	1
-15.9467	-9.455	-4.89997	-0.898498	0.0647681	0.0854917	0.401172	0.240692	2.12696	3.32295	-0.387416	0
-16.2	-9.45851	-4.91707	-0.660249	0.0646773	0.0854603	0.400587	0.240332	2.30343	3.27507	-0.437987	1
-16.4523	-9.44991	-4.94549	-0.445959	0.0645818	0.0855572	0.400015	0.240043	2.30343	3.23152	-0.468426	0
-16.6724	-9.44441	-4.90242	-0.250669	0.0645068	0.085788	0.399424	0.239894	5.09058	3.19268	-0.500657	1
-16.9552	-9.42873	-4.96001	-0.0411592	0.0644128	0.0862077	0.398858	0.240005	5.09058	3.14989	-0.523644	0
-17.2046	-9.49748	-4.98207	-0.138867	0.0643221	0.0863357	0.398309	0.23967	8.05258	3.16946	-0.445864	1
-17.4637	-9.51879	-4.99749	-0.0684406	0.0642471	0.086406	0.397776	0.239317	8.05258	3.15529	-0.434199	0
-17.7222	-9.50489	-4.99229	0.114395	0.0641973	0.0865333	0.397244	0.238995	1.68565	3.11868	-0.465288	1
-17.9769	-9.47128	-4.99557	0.297755	0.064173	0.0867907	0.396723	0.238752	1.68565	3.08206	-0.483351	0
-18.2227	-9.42805	-4.95803	0.520689	0.0641555	0.0872243	0.396181	0.238739	0.601373	3.03696	-0.525593	1
-18.4213	-9.48311	-4.88394	0.417015	0.0640663	0.0872998	0.395609	0.238391	0.601373	3.05641	-0.466	0
-18.657	-9.4738	-4.8841	0.456038	0.0639744	0.0873263	0.395045	0.238078	1.71305	3.04849	-0.432451	1
-18.9051	-9.46702	-4.88016	0.515103	0.0638865	0.0872885	0.39449	0.237848	1.71305	3.03643	-0.419319	0
-19.1349	-9.4301	-4.86466	0.611535	0.0637946	0.0872539	0.39394	0.237666	3.93748	3.01654	-0.409346	1
-19.3827	-9.30253	-4.84635	0.952092	0.0637066	0.0875511	0.393397	0.237342	3.93748	2.94761	-0.474454	0
-19.6175	-9.22106	-4.77854	1.18514	0.0636175	0.0880394	0.392838	0.237168	1.02473	2.89848	-0.525265	1
-19.8691	-9.0935	-4.74291	1.47719	0.0635417	0.0890691	0.39228	0.237512	1.02473	2.83966	-0.567683	0
-20.1079	-8.98997	-4.70384	1.66199	0.0634716	0.0904784	0.391724	0.238133	4.86618	2.80196	-0.573188	1
-20.2779	-9.13547	-4.63012	1.22667	0.0634046	0.0905038	0.391165	0.23794	4.86618	2.88261	-0.437388	0
-20.5163	-9.09683	-4.63076	1.2489	0.0633281	0.0904425	0.390615	0.237988	1.53016	2.87816	-0.406206	1
-20.7381	-8.99858	-4.58698	1.42154	0.0632605	0.0904288	0.390066	0.237893	1.53016	2.84107	-0.428321	0
-20.9799	-8.91697	-4.56118	1.55504	0.0631768	0.0904086	0.389527	0.237764	2.45973	2.81302	-0.443063	1
-21.1759	-8.84944	-4.48636	1.62248	0.0631309	0.0903382	0.388983	0.237762	2.45973	2.79458	-0.43959	0
-21.4089	-8.76073	-4.44436	1.75567	0.0630652	0.0902553	0.388444	0.237717	1.91602	2.76537	-0.458758	1
-21.6012	-8.73977	-4.38182	1.69329	0.0630531	0.0901406	0.387905	0.238322	1.91602	2.77283	-0.420917	0
-21.7925	-8.58887	-4.20885	2.01864	0.0631171	0.0900185	0.387382	0.238197	6.35671	2.69438	-0.539091	1
-21.9945	-8.5131	-4.15457	2.06687	0.0632222	0.0899003	0.386858	0.238242	6.35671	2.67995	-0.523365	0
-22.2046	-8.40842	-4.14313	2.13043	0.0633239	0.0897952	0.386321	0.238442	2.0959	2.66664	-0.48581	1
-22.4356	-8.31031	-4.13065	2.20646	0.0633372	0.0897304	0.385792	0.238768	2.0959	2.65099	-0.473764	0
-22.6268	-8.19285	-4.03623	2.33448	0.0633865	0.089692	0.385261	0.239019	0.84974	2.61722	-0.497663	1
-22.8637	-7.94502	-3.96683	2.72225	0.063336	0.0895906	0.384733	0.238698	0.84974	2.54015	-0.559882	0
-23.0549	-7.79152	-3.80409	2.92942	0.0632931	0.0895072	0.384216	0.238394	3.10191	2.48537	-0.62872	1
-23.281	-7.6133	-3.74974	3.11156	0.0632085	0.0894908	0.383693	0.238188	3.10191	2.44894	-0.631826	0
-23.4832	-7.47806	-3.77259	3.10489	0.0631227	0.0894385	0.383188	0.23787	2.12316	2.45298	-0.545805	1
-23.6483	-7.33492	-3.66211	3.17686	0.06304	0.0893625	0.382674	0.237546	2.12316	2.42703	-0.546046	0
-23.8405	-7.17527	-3.62192	3.24812	0.0629543	0.0892849	0.382189	0.237225	0.954983	2.41055	-0.517546	1
-24.0019	-7.0851	-3.5447	3.19189	0.0628717	0.089171	0.381716	0.237063	0.954983	2.40852	-0.492755	0
-24.1692	-6.90155	-3.41733	3.34179	0.0627905	0.0890515	0.381222	0.236811	1.92804	2.36737	-0.525352	1
-24.3298	-6.64771	-3.27105	3.59736	0.0627122	0.0890067	0.380711	0.23651	1.92804	2.30872	-0.562065	0
-24.4973	-6.47052	-3.14251	3.70601	0.0626297	0.0889578	0.380199	0.236225	3.44808	2.2741	-0.589357	1
-24.5944	-6.33181	-2.96754	3.70463	0.0626412	0.0888469	0.379708	0.235909	3.44808	2.24617	-0.592481	0
-24.7359	-6.14285	-2.85761	3.78896	0.0626768	0.0887373	0.379223	0.235594	0.300566	2.21698	-0.588033	1
-24.9185	-5.93927	-2.80853	3.89344	0.0626217	0.088639	0.378719	0.235281	0.300566	2.19571	-0.575545	0
-25.0499	-5.73427	-2.70005	3.97742	0.0625797	0.0885528	0.378218	0.234972	1.84035	2.16718	-0.566042	1
-25.1827	-5.56401	-2.60319	3.99757	0.0625393	0.0884395	0.377716	0.234664	1.84035	2.14801	-0.556607	0
-25.3373	-5.37903	-2.60992	4.00246	0.0624635	0.0883224	0.377256	0.234403	1.27668	2.14863	-0.491575	1
-25.4825	-5.15596	-2.53059	4.10266	0.0623815	0.0882093	0.376826	0.234114	1.27668	2.12349	-0.490512	0
-25.6144	-4.97883	-2.52585	4.07499	0.0623077	0.0880977	0.376547	0.233937	6.0883	2.12568	-0.426922	1
-25.7306	-4.80867	-2.4389	4.06734	0.0622391	0.0880358	0.376325	0.233906	6.0883	2.11094	-0.420737	0
-25.8504	-4.6027	-2.36185	4.11607	0.062191	0.0879935	0.37619	0.2339	0.123346	2.09174	-0.414106	1
-25.9645	-4.36057	-2.25873	4.22573	0.062173	0.0879108	0.376092	0.23377	0.123346	2.06168	-0.424194	0
-26.0711	-4.13832	-2.01604	4.34708	0.06219	0.0878274	0.375762	0.23353	11.4545	2.00504	-0.530381	1
-26.1619	-3.85393	-1.8539	4.51105	0.062218	0.0877165	0.375379	0.233227	11.4545	1.96072	-0.549626	0
-26.2349	-3.6154	-1.57877	4.61786	0.0622234	0.0876134	0.374894	0.232951	3.27091	1.90022	-0.638972	1
-26.2606	-3.34739	-1.32181	4.71869	0.0621478	0.0875653	0.374452	0.232741	3.27091	1.84392	-0.667392	0
-26.3113	-3.10394	-1.10163	4.77894	0.0620678	0.0875452	0.374114	0.232564	0.209212	1.79736	-0.699035	1
-26.3321	-2.86835	-0.88197	4.80207	0.0620279	0.0875329	0.373942	0.232369	0.209212	1.75244	-0.711923	0
-26.3928	-2.64349	-0.806456	4.79951	0.06198	0.0874997	0.373675	0.232129	1.68437	1.73727	-0.667028	1
-26.4676	-2.48965	-0.749349	4.69713	0.0619047	0.0873888	0.373306	0.231837	1.68437	1.729	-0.64428	0
-26.525	-2.25457	-0.707324	4.71043	0.0618257	0.0872787	0.37286	0.23155	1.21758	1.71984	-0.587252	1
-26.5745	-2.05843	-0.612181	4.67058	0.0617505	0.0872069	0.372398	0.231313	1.21758	1.70113	-0.577588	0
-26.6066	-1.82153	-0.548014	4.68248	0.0616764	0.0871388	0.371925	0.231084	2.01564	1.6873	-0.531544	1
-26.6047	-1.5733	-0.372107	4.71258	0.061601	0.0870589	0.371461	0.23084	2.01564	1.64959	-0.544177	0
-26.6008	-1.34414	-0.152823	4.71243	0.0615455	0.0869964	0.371056	0.23061	1.65797	1.60321	-0.592704	1
-26.6041	-1.11743	-0.0140656	4.7012	0.0615023	0.086961	0.370662	0.230406	1.65797	1.57379	-0.593016	0
-26.6343	-0.892651	0.041586	4.69067	0.0614301	0.0869642	0.370215	0.230226	5.19906	1.56193	-0.563382	1
-26.6461	-0.642068	0.145949	4.71673	0.0613532	0.0869457	0.36976	0.230013	5.19906	1.53986	-0.554991	0
-26.6327	-0.401296	0.346882	4.71907	0.0612777	0.0869293	0.369352	0.229796	2.24545	1.49742	-0.599688	1
-26.5868	-0.107745	0.548758	4.78785	0.0612333	0.0868321	0.369029	0.229518	2.24545	1.45668	-0.609085	0
-26.5678	0.131091	0.689971	4.77245	0.0611867	0.0867373	0.368728	0.229245	2.74851	1.42722	-0.615741	1
-26.5443	0.422584	0.820213	4.83639	0.0611355	0.0866356	0.368436	0.228964	2.74851	1.4028	-0.604801	0
-26.5334	0.661765	0.830528	4.82326	0.0610631	0.0865337	0.368019	0.228685	1.78745	1.40028	-0.542249	1
-26.5274	0.943244	0.892949	4.87495	0.0609961	0.086481	0.367572	0.228451	1.78745	1.38963	-0.520527	0
-26.4897	1.20423	0.898531	4.89167	0.0609369	0.0864753	0.367135	0.228263	6.73376	1.38914	-0.445787	1
-26.4351	1.44142	1.01993	4.85796	0.0608746	0.0864692	0.366701	0.228061	6.73376	1.36385	-0.449575	0
-26.395	1.66144	1.06953	4.8074	0.0608361	0.0864284	0.366318	0.22783	8.14333	1.35189	-0.424318	1
-26.3426	1.87305	1.16286	4.74077	0.0608193	0.0863509	0.365963	0.227569	8.14333	1.33026	-0.425938	0
-26.2725	2.10409	1.32197	4.69672	0.0608011	0.0862709	0.36557	0.227302	0.398331	1.29643	-0.459005	1
-26.2119	2.29811	1.41114	4.60511	0.0608183	0.0861662	0.365203	0.227026	0.398331	1.27345	-0.460484	0
-26.1485	2.52689	1.45118	4.58337	0.0608895	0.0860618	0.364934	0.226751	0.540819	1.26416	-0.422984	1
-26.0718	2.76861	1.5518	4.5725	0.0609965	0.0859617	0.364686	0.22648	0.540819	1.24362	-0.421768	0
-25.9745	2.9902	1.79202	4.49385	0.0610846	0.0858601	0.364287	0.226207	3.17434	1.19135	-0.509043	1
-25.8731	3.26745	1.92672	4.52948	0.0611604	0.0858179	0.363875	0.225961	3.17434	1.16861	-0.503741	0
-25.79	3.49725	2.02021	4.49159	0.0613136	0.0857918	0.363473	0.225723	2.10889	1.14813	-0.501932	1
-25.6838	3.69834	2.13562	4.4024	0.0614768	0.0857327	0.363067	0.22546	2.10889	1.11914	-0.507495	0
-25.5669	3.90594	2.27377	4.32035	0.0616273	0.0856605	0.362646	0.225191	1.13477	1.08634	-0.52318	1
-25.4995	4.08633	2.29974	4.22495	0.0620436	0.0855605	0.362277	0.224929	1.13477	1.07232	-0.511049	0
-25.3764	4.28822	2.42154	4.14742	0.0624638	0.0854587	0.361893	0.22468	0.60445	1.04232	-0.519034	1
-25.2155	4.50494	2.59263	4.08421	0.0627067	0.0853588	0.361471	0.224436	0.60445	1.00519	-0.531273	0
-25.0658	4.70217	2.66623	4.02348	0.0628775	0.0852577	0.361059	0.224195	9.03119	0.985567	-0.493743	1
-24.9473	4.89614	2.73576	3.95533	0.0631437	0.0851575	0.360663	0.223961	9.03119	0.965686	-0.488578	0
-24.7911	5.08689	2.85358	3.87307	0.0633491	0.0850607	0.360255	0.223748	2.3197	0.935813	-0.491774	1
-24.6228	5.29995	2.98709	3.82763	0.0634705	0.0849605	0.359834	0.223519	2.3197	0.908121	-0.493932	0
-24.4505	5.47567	3.17742	3.68386	0.0635249	0.0848652	0.359428	0.223391	0.848294	0.859076	-0.552328	1
-24.2623	5.6473	3.32191	3.56092	0.0635018	0.0847846	0.35906	0.223377	0.848294	0.82011	-0.565865	0
-24.0972	5.80711	3.44503	3.42072	0.0634726	0.0847423	0.358729	0.223558	3.07641	0.781859	-0.592947	1
-23.922	5.96696	3.54576	3.3007	0.0634283	0.0847503	0.35842	0.223908	3.07641	0.74962	-0.596559	0
-23.7798	6.15822	3.43748	3.3564	0.0634397	0.0847335	0.358003	0.223893	4.90875	0.773465	-0.461913	1
-23.6132	6.31431	3.50378	3.26094	0.0634704	0.0847666	0.357589	0.223939	4.90875	0.749515	-0.463757	0
-23.464	6.49202	3.48209	3.25766	0.0635949	0.084788	0.357218	0.223837	1.61954	0.75211	-0.407378	1
-23.2413	6.71529	3.61542	3.28657	0.0635939	0.0847119	0.356815	0.223607	1.61954	0.737788	-0.395603	0
-23.0445	6.85747	3.68924	3.17871	0.063569	0.08467	0.356414	0.22341	5.49658	0.7112	-0.396527	1
-22.8326	7.03081	3.79121	3.1251	0.0635108	0.084611	0.356005	0.223194	5.49658	0.689384	-0.397691	0
-22.619	7.16388	3.92675	2.96613	0.0634389	0.0845982	0.355604	0.223094	1.71231	0.646926	-0.44404	1
-22.4351	7.30966	3.97058	2.88428	0.0633727	0.0846065	0.355198	0.223008	1.71231	0.628234	-0.44016	0
-22.2049	7.43181	4.17203	2.66106	0.0633031	0.0846957	0.354877	0.223311	2.65876	0.567775	-0.534958	1
-22.0236	7.59472	4.19991	2.63032	0.0632322	0.0847394	0.354526	0.223473	2.65876	0.55952	-0.512176	0
-21.8397	7.76969	4.14842	2.69609	0.0631757	0.0847106	0.354124	0.223326	5.65648	0.57631	-0.420668	1
-21.6329	7.91261	4.20119	2.63067	0.0631205	0.0846766	0.353723	0.223165	5.65648	0.559441	-0.415188	0
-21.4413	8.04942	4.20528	2.58531	0.0630926	0.0846419	0.353327	0.222967	1.53974	0.551214	-0.389549	1
-21.2163	8.08247	4.27532	2.29937	0.0630466	0.0849183	0.352929	0.223217	1.53974	0.493447	-0.439336	0
-21.0238	8.24455	4.19641	2.40743	0.0630421	0.0850599	0.352603	0.223053	5.80602	0.520848	-0.326262	1
-20.8474	8.39831	4.18284	2.42485	0.0631602	0.08511	0.352348	0.222809	5.80602	0.52537	-0.300051	0
-20.6044	8.50526	4.3308	2.25825	0.0632049	0.085202	0.351992	0.222645	4.7764	0.480652	-0.371255	1
-20.3561	8.64259	4.41692	2.22305	0.0631887	0.0852366	0.351613	0.222437	4.7764	0.466287	-0.364734	0
-20.156	8.77936	4.36157	2.27625	0.0632331	0.085218	0.351309	0.222195	1.39204	0.481005	-0.289016	1
-19.9588	8.88038	4.36357	2.19531	0.0633788	0.0852187	0.351053	0.221952	1.39204	0.466123	-0.290218	0
-19.7571	9.00481	4.32337	2.22195	0.0636442	0.0851833	0.350922	0.22179	0.934234	0.474737	-0.235453	1
-19.537	9.07471	4.35608	2.08416	0.0639634	0.0852198	0.3508	0.221566	0.934234	0.446258	-0.256721	0
-19.2948	9.1811	4.44961	1.99118	0.0642343	0.0852377	0.350583	0.22133	4.59706	0.420769	-0.290982	1
-19.0102	9.26964	4.56671	1.88585	0.0643053	0.085273	0.350267	0.221086	4.59706	0.391625	-0.308262	0
-18.7917	9.35348	4.59346	1.78245	0.0644377	0.0853299	0.349958	0.220845	1.72757	0.370155	-0.324304	1
-18.5375	9.45425	4.65709	1.73002	0.0645141	0.0853541	0.349621	0.220602	1.72757	0.355683	-0.321396	0
-18.2719	9.47891	4.79488	1.40606	0.0645196	0.0855729	0.349238	0.220694	5.88644	0.285246	-0.436552	1
-17.9802	9.60837	4.90796	1.42369	0.0644535	0.0856285	0.348871	0.220601	5.88644	0.282329	-0.410187	0
-17.7347	9.70393	4.88775	1.45951	0.0643861	0.0856398	0.348492	0.220385	2.93143	0.290177	-0.341145	1
-17.46	9.81211	4.95758	1.45552	0.0643212	0.0855882	0.348127	0.220145	2.93143	0.28557	-0.323599	0
-17.2114	9.88938	4.98761	1.38137	0.064259	0.0855288	0.347766	0.219907	0.433455	0.270188	-0.326254	1
-16.9396	10.0138	5.04564	1.43006	0.0642268	0.0854363	0.347428	0.219714	0.433455	0.276181	-0.296524	0
-16.6837	10.0813	5.07373	1.34499	0.0642099	0.0853444	0.347095	0.219503	0.0623927	0.259129	-0.301146	1
-16.4363	10.188	5.08808	1.36589	0.0641917	0.0852861	0.34676	0.219386	0.0623927	0.262265	-0.278046	0
-16.1784	10.2563	5.12478	1.27593	0.0641912	0.0852413	0.34644	0.219229	0.522869	0.244012	-0.292864	1
-15.9441	10.2765	5.10596	1.10847	0.0641612	0.0851577	0.346096	0.218995	0.522869	0.213776	-0.313072	0
-15.6952	10.3448	5.09717	1.09651	0.0641282	0.0850871	0.34574	0.218781	0.270607	0.211892	-0.28182	1
-15.4751	10.3334	5.05082	0.883371	0.0640632	0.0850015	0.34537	0.218587	0.270607	0.173145	-0.314236	0
